Index,Background,Year,Year_range,Period_1_commu,Period_2_commu,Period_3_commu
2761,computer science,2019.0,3.0,,,9.0
378,chemistry,2019.0,3.0,,,180.0
10158,education,2014.0,2.0,,4.0,16.0
3247,communication,2018.0,3.0,,,22.0
979,business,2020.0,4.0,,,
2031,environmental sciences,2019.0,3.0,,,28.0
5025,business,2018.0,3.0,,,1.0
1197,geosciences,2019.0,3.0,,,40.0
2727,environmental sciences,2019.0,3.0,,,71.0
3458,environmental sciences,2018.0,3.0,,,47.0
4477,geography,2018.0,3.0,,,27.0
4538,management,2018.0,3.0,,,3.0
8005,multidisciplinary sciences,2016.0,3.0,,,39.0
8548,political science,2016.0,3.0,,,108.0
10726,communication,2013.0,2.0,,,3.0
5760,communication,2017.0,3.0,,,12.0
6596,social sciences,2017.0,3.0,,,8.0
9801,multidisciplinary sciences,2014.0,2.0,,1.0,9.0
4445,ecology,2018.0,3.0,,,28.0
8735,communication,2015.0,3.0,,,26.0
9549,information science & library science,2015.0,3.0,,,26.0
9601,psychology,2015.0,3.0,,,57.0
11433,communication,2011.0,2.0,,,145.0
7968,psychology,2016.0,3.0,,,75.0
4042,psychology,2018.0,3.0,,,75.0
1484,psychology,2019.0,3.0,,,26.0
4861,psychology,2018.0,3.0,,,26.0
10597,psychology,2013.0,2.0,,2.0,4.0
8770,communication,2015.0,3.0,,,11.0
11198,emergency medicine,2012.0,2.0,,,
7365,communication,2016.0,3.0,,,33.0
1612,hospitality,2019.0,3.0,,,1.0
877,information science & library science,2019.0,3.0,,,1.0
1907,information science & library science,2019.0,3.0,,,1.0
6747,business,2017.0,3.0,,,1.0
9265,business,2015.0,3.0,,,1.0
10047,psychology,2014.0,2.0,,2.0,4.0
9396,hospitality,2015.0,3.0,,,1.0
7543,business,2016.0,3.0,,,43.0
1420,business,2019.0,3.0,,,56.0
5926,communication,2017.0,3.0,,,32.0
7406,communication,2016.0,3.0,,,32.0
1513,environmental studies,2019.0,3.0,,,128.0
63,business,2020.0,4.0,,,1.0
454,business,2019.0,3.0,,,1.0
5520,business,2017.0,3.0,,,1.0
6285,management,2017.0,3.0,,,7.0
4204,psychology,2018.0,3.0,,,4.0
6680,computer science,2017.0,3.0,,,69.0
4652,business,2018.0,3.0,,,1.0
4987,health care sciences & services,2018.0,3.0,,,98.0
7994,behavioral sciences,2016.0,3.0,,,131.0
4090,business,2018.0,3.0,,,1.0
7780,computer science,2016.0,3.0,,,66.0
3627,psychology,2018.0,3.0,,,4.0
8129,substance abuse,2016.0,3.0,,,42.0
9766,business,2015.0,3.0,,,136.0
1312,hospitality,2019.0,3.0,,,37.0
1264,business,2019.0,3.0,,,1.0
2588,business,2019.0,3.0,,,1.0
4764,computer science,2018.0,3.0,,,1.0
6558,business,2017.0,3.0,,,1.0
9538,computer science,2015.0,3.0,,,1.0
9904,business,2014.0,2.0,,1.0,3.0
223,management,2019.0,3.0,,,34.0
685,business,,,,,4.0
1135,transportation,2019.0,3.0,,,1.0
1396,hospitality,,,,,1.0
2163,business,2019.0,3.0,,,1.0
3420,communication,2018.0,3.0,,,1.0
4717,business,2018.0,3.0,,,1.0
5046,computer science,2018.0,3.0,,,1.0
6526,computer science,2017.0,3.0,,,1.0
7760,communication,2016.0,3.0,,,1.0
7926,computer science,2016.0,3.0,,,1.0
8503,business,2016.0,3.0,,,1.0
6765,hospitality,2017.0,3.0,,,1.0
7886,business,2016.0,3.0,,,74.0
3759,obstetrics & gynecology,2018.0,3.0,,,
8083,nutrition & dietetics,2016.0,3.0,,,16.0
10076,cardiac & cardiovascular systems,2014.0,2.0,,2.0,35.0
5255,psychology,2017.0,3.0,,,4.0
9480,communication,2015.0,3.0,,,1.0
2412,computer science,2019.0,3.0,,,17.0
8832,computer science,2015.0,3.0,,,
5409,business,2017.0,3.0,,,1.0
6769,nursing,2017.0,3.0,,,4.0
8023,education & educational research,2016.0,3.0,,,140.0
11141,computer science,2012.0,2.0,,,
3740,computer science,2018.0,3.0,,,
6578,health policy & services,2017.0,3.0,,,16.0
1708,dentistry,2019.0,3.0,,,16.0
9363,psychiatry,2015.0,3.0,,,45.0
4446,radiology,2018.0,3.0,,,72.0
7409,medical laboratory technology,2016.0,3.0,,,187.0
446,urology & nephrology,2019.0,3.0,,,16.0
1947,multidisciplinary sciences,2019.0,3.0,,,16.0
2189,oncology,2019.0,3.0,,,16.0
4967,family studies,2018.0,3.0,,,
5882,dentistry,2017.0,3.0,,,16.0
6528,medicine,2017.0,3.0,,,
7314,orthopedics,2016.0,3.0,,,16.0
8425,clinical neurology,2016.0,3.0,,,16.0
10713,otorhinolaryngology,2013.0,2.0,,4.0,16.0
1505,surgery,2019.0,3.0,,,16.0
2467,health care sciences & services,2019.0,3.0,,,16.0
3028,cardiac & cardiovascular systems,2018.0,3.0,,,16.0
10281,surgery,2014.0,2.0,,4.0,16.0
10451,cardiac & cardiovascular systems,2014.0,2.0,,4.0,16.0
528,health care sciences & services,2019.0,3.0,,,4.0
9360,health care sciences & services,2015.0,3.0,,,35.0
1240,health care sciences & services,2019.0,3.0,,,9.0
9373,"public, environmental & occupational health",2015.0,3.0,,,4.0
10922,"public, environmental & occupational health",2013.0,2.0,,,
6976,"public, environmental & occupational health",2017.0,3.0,,,
11210,medicine,2012.0,2.0,,,
5900,cardiac & cardiovascular systems,2017.0,3.0,,,120.0
10465,sport sciences,2014.0,2.0,,2.0,16.0
1433,biotechnology & applied microbiology,2019.0,3.0,,,46.0
5892,"public, environmental & occupational health",2017.0,3.0,,,143.0
5316,multidisciplinary sciences,2017.0,3.0,,,143.0
7524,geography,2016.0,3.0,,,143.0
10938,oncology,2013.0,2.0,,,296.0
6231,psychology,2017.0,3.0,,,296.0
5201,"public, environmental & occupational health",2017.0,3.0,,,81.0
1095,social sciences,2019.0,3.0,,,120.0
2011,oncology,2019.0,3.0,,,21.0
2978,oncology,2018.0,3.0,,,35.0
5561,education & educational research,2017.0,3.0,,,
5335,oncology,2018.0,3.0,,,35.0
945,oncology,2019.0,3.0,,,35.0
10492,computer science,2014.0,2.0,,,37.0
6275,computer science,2017.0,3.0,,,112.0
5371,computer science,2017.0,3.0,,,27.0
5094,computer science,2018.0,3.0,,,6.0
7235,computer science,2016.0,3.0,,,25.0
7303,geography,2016.0,3.0,,,14.0
7958,psychology,2016.0,3.0,,,8.0
8714,geosciences,2015.0,3.0,,,6.0
2827,computer science,2019.0,3.0,,,5.0
51,physics,2019.0,3.0,,,5.0
6241,computer science,2017.0,3.0,,,141.0
6365,computer science,2017.0,3.0,,,141.0
6554,computer science,2017.0,3.0,,,141.0
2371,computer science,2019.0,3.0,,,5.0
1319,computer science,2019.0,3.0,,,5.0
4787,automation & control systems,2018.0,3.0,,,10.0
179,computer science,2019.0,3.0,,,10.0
5792,telecommunications,2017.0,3.0,,,9.0
5908,computer science,2017.0,3.0,,,5.0
6189,computer science,2017.0,3.0,,,5.0
7271,multidisciplinary sciences,2016.0,3.0,,,14.0
4211,business,2018.0,3.0,,,2.0
936,computer science,2019.0,3.0,,,52.0
5715,multidisciplinary sciences,2017.0,3.0,,,121.0
384,computer science,2019.0,3.0,,,3.0
5431,social sciences,2017.0,3.0,,,21.0
623,multidisciplinary sciences,2019.0,3.0,,,14.0
4560,mathematics,2018.0,3.0,,,67.0
6296,multidisciplinary sciences,2017.0,3.0,,,14.0
375,computer science,2019.0,3.0,,,11.0
4979,business,2018.0,3.0,,,4.0
2064,psychology,2019.0,3.0,,,26.0
2066,psychology,2019.0,3.0,,,
8182,psychology,2016.0,3.0,,,4.0
3021,computer science,2018.0,3.0,,,31.0
7730,computer science,2016.0,3.0,,,31.0
2076,business,2019.0,3.0,,,1.0
3412,green & sustainable science & technology,2018.0,3.0,,,13.0
1613,hospitality,2019.0,3.0,,,17.0
7138,business,2016.0,3.0,,,17.0
10544,business,2013.0,2.0,,3.0,17.0
4832,business,2018.0,3.0,,,17.0
2902,green & sustainable science & technology,2018.0,3.0,,,17.0
8353,business,2016.0,3.0,,,17.0
5395,public administration,2017.0,3.0,,,17.0
1787,social work,2019.0,3.0,,,4.0
5454,computer science,2017.0,3.0,,,
9622,sociology,2015.0,3.0,,,33.0
145,health care sciences & services,2019.0,3.0,,,66.0
585,psychiatry,2019.0,3.0,,,24.0
970,psychology,2019.0,3.0,,,24.0
1018,computer science,,,,,24.0
1576,computer science,2019.0,3.0,,,
2522,family studies,2019.0,3.0,,,136.0
2651,computer science,2019.0,3.0,,,24.0
3321,psychology,2018.0,3.0,,,4.0
4671,psychology,2018.0,3.0,,,4.0
5043,communication,2018.0,3.0,,,4.0
5381,psychology,2017.0,3.0,,,95.0
5523,psychology,2017.0,3.0,,,4.0
5531,psychiatry,2017.0,3.0,,,68.0
5646,computer science,2017.0,3.0,,,5.0
6237,computer science,2017.0,3.0,,,24.0
6497,psychiatry,2017.0,3.0,,,95.0
7373,psychology,2016.0,3.0,,,4.0
7629,psychology,2016.0,3.0,,,24.0
7862,information science & library science,2016.0,3.0,,,
8476,psychology,2016.0,3.0,,,61.0
8640,psychiatry,2015.0,3.0,,,
8772,computer science,2015.0,3.0,,,4.0
9031,psychology,2015.0,3.0,,,4.0
9109,computer science,2015.0,3.0,,,24.0
10115,psychology,2014.0,2.0,,2.0,4.0
10118,computer science,2014.0,2.0,,1.0,24.0
10455,health care sciences & services,2014.0,2.0,,,
11348,psychology,2012.0,2.0,,14.0,193.0
3239,geosciences,2018.0,3.0,,,2.0
312,medicine,2019.0,3.0,,,
218,psychology,2019.0,3.0,,,26.0
455,behavioral sciences,2019.0,3.0,,,
6233,health care sciences & services,2017.0,3.0,,,68.0
4356,"public, environmental & occupational health",2018.0,3.0,,,31.0
2848,multidisciplinary sciences,2018.0,3.0,,,12.0
4460,engineering,2018.0,3.0,,,
9236,physics,2015.0,3.0,,,3.0
2527,computer science,2019.0,3.0,,,3.0
4672,radiology,2018.0,3.0,,,45.0
7091,business,2016.0,3.0,,,17.0
8306,information science & library science,2016.0,3.0,,,66.0
10386,business,2014.0,2.0,,3.0,17.0
477,business,2019.0,3.0,,,1.0
5499,business,2017.0,3.0,,,13.0
9033,computer science,2015.0,3.0,,,1.0
11263,business,2012.0,2.0,,3.0,1.0
11443,information science & library science,2011.0,2.0,,2.0,66.0
11812,business,2009.0,1.0,1.0,3.0,1.0
8351,business,2016.0,3.0,,,1.0
2035,business,2019.0,3.0,,,1.0
1370,business,2019.0,3.0,,,1.0
9208,business,2015.0,3.0,,,1.0
4032,psychology,2018.0,3.0,,,1.0
9777,computer science,2015.0,3.0,,,1.0
10209,psychology,2014.0,2.0,,3.0,1.0
4802,computer science,2018.0,3.0,,,3.0
11877,business,2009.0,1.0,1.0,3.0,1.0
954,business,2019.0,3.0,,,1.0
1024,business,,,,,166.0
1944,business,,,,,1.0
3894,business,2018.0,3.0,,,
8462,computer science,2016.0,3.0,,,1.0
1474,management,2019.0,3.0,,,13.0
4364,information science & library science,2018.0,3.0,,,2.0
10677,information science & library science,2013.0,2.0,,49.0,1.0
105,computer science,2019.0,3.0,,,39.0
161,computer science,2019.0,3.0,,,1.0
305,business,2019.0,3.0,,,1.0
508,business,2019.0,3.0,,,1.0
523,management,2019.0,3.0,,,1.0
619,business,2019.0,3.0,,,1.0
720,business,2019.0,3.0,,,1.0
948,business,2019.0,3.0,,,1.0
1167,psychology,2019.0,3.0,,,74.0
1288,business,2019.0,3.0,,,1.0
1363,business,2019.0,3.0,,,13.0
1378,psychology,2019.0,3.0,,,39.0
1523,business,2019.0,3.0,,,1.0
1765,business,2019.0,3.0,,,1.0
1766,business,2019.0,3.0,,,1.0
2295,business,2019.0,3.0,,,1.0
2839,transportation,2019.0,3.0,,,1.0
3007,computer science,2018.0,3.0,,,2.0
3376,environmental sciences,2018.0,3.0,,,56.0
3435,communication,2018.0,3.0,,,30.0
3773,management,2018.0,3.0,,,1.0
4154,information science & library science,2018.0,3.0,,,155.0
4203,psychology,2018.0,3.0,,,1.0
4214,computer science,2018.0,3.0,,,1.0
4583,mathematics,2018.0,3.0,,,1.0
4628,business,2018.0,3.0,,,4.0
4635,business,2018.0,3.0,,,1.0
4655,business,2018.0,3.0,,,13.0
4669,business,2018.0,3.0,,,1.0
4821,business,2018.0,3.0,,,4.0
5051,business,2018.0,3.0,,,1.0
5521,psychology,2017.0,3.0,,,34.0
5547,environmental studies,2017.0,3.0,,,1.0
5683,hospitality,2017.0,3.0,,,13.0
5741,business,2017.0,3.0,,,1.0
5936,hospitality,2017.0,3.0,,,13.0
6031,computer science,2017.0,3.0,,,1.0
6232,business,2017.0,3.0,,,1.0
6441,hospitality,2017.0,3.0,,,1.0
6560,business,2017.0,3.0,,,1.0
6561,health care sciences & services,2017.0,3.0,,,1.0
6691,business,2017.0,3.0,,,1.0
6711,business,2017.0,3.0,,,1.0
7546,business,2016.0,3.0,,,1.0
7591,hospitality,2016.0,3.0,,,13.0
7903,business,2016.0,3.0,,,1.0
8620,criminology & penology,2015.0,3.0,,,13.0
8757,business,2015.0,3.0,,,1.0
8949,communication,2015.0,3.0,,,1.0
9312,business,2015.0,3.0,,,1.0
9574,business,2015.0,3.0,,,1.0
9712,"public, environmental & occupational health",2015.0,3.0,,,46.0
10357,business,2014.0,2.0,,3.0,1.0
10385,business,2014.0,2.0,,3.0,1.0
10612,health care sciences & services,2013.0,2.0,,3.0,1.0
10781,management,2013.0,2.0,,3.0,1.0
10845,business,2013.0,2.0,,1.0,3.0
11467,business,2011.0,2.0,,3.0,1.0
11543,business,2011.0,2.0,,3.0,1.0
11592,environmental studies,2011.0,2.0,,3.0,13.0
11625,business,2011.0,2.0,,3.0,1.0
11653,hospitality,2010.0,2.0,,,
717,business,2019.0,3.0,,,1.0
781,substance abuse,,,,,23.0
971,psychology,2019.0,3.0,,,1.0
1756,business,2020.0,4.0,,,1.0
1786,business,2019.0,3.0,,,1.0
5038,hospitality,2018.0,3.0,,,13.0
5278,business,2017.0,3.0,,,13.0
6452,computer science,2017.0,3.0,,,2.0
6468,communication,2017.0,3.0,,,8.0
6921,business,2017.0,3.0,,,34.0
8530,business,2016.0,3.0,,,1.0
8708,hospitality,2015.0,3.0,,,13.0
9629,computer science,2015.0,3.0,,,1.0
9755,computer science,2015.0,3.0,,,1.0
9788,hospitality,2015.0,3.0,,,1.0
10436,business,2014.0,2.0,,3.0,1.0
10602,computer science,2013.0,2.0,,3.0,1.0
9698,psychology,2015.0,3.0,,,4.0
11125,psychology,2012.0,2.0,,2.0,4.0
1701,business,2019.0,3.0,,,1.0
2303,education & educational research,,,,,
2680,education & educational research,2019.0,3.0,,,41.0
2906,computer science,2018.0,3.0,,,128.0
5406,business,2017.0,3.0,,,1.0
7110,hospitality,2016.0,3.0,,,13.0
8843,hospitality,2015.0,3.0,,,13.0
9571,business,2015.0,3.0,,,1.0
10036,hospitality,2014.0,2.0,,,324.0
10635,cultural studies,2013.0,2.0,,,
98,green & sustainable science & technology,2019.0,3.0,,,18.0
4630,hospitality,2018.0,3.0,,,128.0
6534,agronomy,2017.0,3.0,,,1.0
7551,business,2016.0,3.0,,,1.0
7615,computer science,2016.0,3.0,,,1.0
10935,information science & library science,2013.0,2.0,,3.0,1.0
11505,engineering,2011.0,2.0,,3.0,1.0
1080,green & sustainable science & technology,2019.0,3.0,,,1.0
1365,business,2019.0,3.0,,,1.0
3067,multidisciplinary sciences,2018.0,3.0,,,13.0
7251,business,2016.0,3.0,,,1.0
2783,business,2019.0,3.0,,,13.0
4415,business,2018.0,3.0,,,1.0
6788,hospitality,2017.0,3.0,,,1.0
111,business,2019.0,3.0,,,1.0
803,business,2019.0,3.0,,,1.0
2401,economics,2019.0,3.0,,,13.0
3258,anthropology,2018.0,3.0,,,60.0
3762,immunology,2018.0,3.0,,,73.0
5815,multidisciplinary sciences,2017.0,3.0,,,73.0
6367,physics,2017.0,3.0,,,73.0
6505,management,2017.0,3.0,,,1.0
6632,hospitality,2017.0,3.0,,,13.0
7287,business,2016.0,3.0,,,1.0
7490,multidisciplinary sciences,2016.0,3.0,,,73.0
8985,multidisciplinary sciences,2015.0,3.0,,,73.0
9720,hospitality,2015.0,3.0,,,1.0
9770,business,2015.0,3.0,,,1.0
9837,psychology,2014.0,2.0,,2.0,1.0
9842,business,2014.0,2.0,,3.0,1.0
10467,computer science,2014.0,2.0,,6.0,141.0
10918,information science & library science,2013.0,2.0,,3.0,1.0
7402,business,2016.0,3.0,,,1.0
876,information science & library science,2019.0,3.0,,,1.0
1149,computer science,2019.0,3.0,,,1.0
1195,management,,,,,1.0
2151,business,2019.0,3.0,,,1.0
2229,business,2019.0,3.0,,,21.0
2409,computer science,2019.0,3.0,,,6.0
5659,computer science,2017.0,3.0,,,1.0
6364,computer science,2017.0,3.0,,,1.0
6427,business,2017.0,3.0,,,1.0
6536,business,2017.0,3.0,,,1.0
8256,mathematics,2016.0,3.0,,,6.0
8995,computer science,2015.0,3.0,,,18.0
9756,business,2015.0,3.0,,,1.0
10058,engineering,2014.0,2.0,,3.0,1.0
10267,engineering,2014.0,2.0,,3.0,1.0
10601,computer science,2013.0,2.0,,3.0,1.0
10936,information science & library science,2013.0,2.0,,3.0,1.0
11156,business,2012.0,2.0,,3.0,1.0
11270,business,2012.0,2.0,,3.0,1.0
1984,hospitality,2019.0,3.0,,,4.0
4370,business,2018.0,3.0,,,1.0
6587,management,2017.0,3.0,,,1.0
6790,computer science,2017.0,3.0,,,1.0
10664,psychology,2013.0,2.0,,5.0,4.0
170,psychology,2019.0,3.0,,,26.0
171,psychology,2019.0,3.0,,,26.0
307,communication,,,,,26.0
1348,communication,2019.0,3.0,,,26.0
1449,communication,2019.0,3.0,,,26.0
1483,psychology,2019.0,3.0,,,26.0
2939,psychology,2018.0,3.0,,,26.0
2941,psychology,2018.0,3.0,,,26.0
3127,communication,2018.0,3.0,,,26.0
3526,information science & library science,2018.0,3.0,,,26.0
5572,psychology,2017.0,3.0,,,26.0
7133,social sciences,2016.0,3.0,,,26.0
11453,womens studies,2011.0,2.0,,,
1862,psychology,2019.0,3.0,,,26.0
6140,communication,2017.0,3.0,,,26.0
7814,environmental studies,2016.0,3.0,,,4.0
2097,psychology,2019.0,3.0,,,26.0
3041,psychology,2018.0,3.0,,,26.0
8963,psychology,2015.0,3.0,,,26.0
2,psychology,,,,,123.0
1047,psychology,2019.0,3.0,,,26.0
1881,psychiatry,2019.0,3.0,,,26.0
3862,psychology,2018.0,3.0,,,26.0
5618,philosophy,2017.0,3.0,,,26.0
10061,communication,2014.0,2.0,,2.0,4.0
11580,pediatrics,2011.0,2.0,,4.0,95.0
11925,psychology,2007.0,1.0,,4.0,95.0
2098,hospitality,2019.0,3.0,,,26.0
4266,communication,2018.0,3.0,,,26.0
4272,psychology,2018.0,3.0,,,26.0
10204,psychology,2014.0,2.0,,,26.0
1744,psychiatry,2019.0,3.0,,,26.0
10424,psychiatry,2014.0,2.0,,,61.0
7375,psychology,2016.0,3.0,,,26.0
10001,psychology,2014.0,2.0,,1.0,21.0
690,psychology,2019.0,3.0,,,26.0
258,communication,,,,,26.0
2940,psychology,2018.0,3.0,,,26.0
3302,psychology,2018.0,3.0,,,26.0
7952,psychology,2016.0,3.0,,,26.0
9830,psychology,2014.0,2.0,,4.0,26.0
2990,communication,2018.0,3.0,,,
85,medicine,,,,,
30,"public, environmental & occupational health",2019.0,3.0,,,35.0
3397,"public, environmental & occupational health",2018.0,3.0,,,
4689,"public, environmental & occupational health",2018.0,3.0,,,26.0
5662,psychology,2017.0,3.0,,,26.0
3214,psychology,2018.0,3.0,,,26.0
5913,psychology,2017.0,3.0,,,26.0
6279,health care sciences & services,2017.0,3.0,,,26.0
2065,psychology,2019.0,3.0,,,26.0
2300,communication,2019.0,3.0,,,26.0
6476,psychology,2017.0,3.0,,,4.0
1979,hospitality,2019.0,3.0,,,84.0
4334,communication,2018.0,3.0,,,63.0
3448,psychology,2018.0,3.0,,,26.0
4593,communication,2018.0,3.0,,,26.0
279,psychology,2020.0,4.0,,,26.0
536,geography,,,,,27.0
3035,biochemical research methods,2018.0,3.0,,,
779,environmental sciences,2019.0,3.0,,,28.0
5167,multidisciplinary sciences,2017.0,3.0,,,28.0
6151,multidisciplinary sciences,2017.0,3.0,,,28.0
4675,communication,2018.0,3.0,,,15.0
3767,multidisciplinary sciences,2018.0,3.0,,,83.0
8867,psychology,2015.0,3.0,,,4.0
6114,psychology,2017.0,3.0,,,4.0
7890,communication,2016.0,3.0,,,57.0
6254,psychology,2017.0,3.0,,,4.0
237,psychology,2019.0,3.0,,,118.0
672,psychology,2019.0,3.0,,,118.0
1945,business,2020.0,4.0,,,118.0
2456,communication,2019.0,3.0,,,
3575,sociology,2018.0,3.0,,,22.0
4122,psychology,2018.0,3.0,,,118.0
8580,psychology,2015.0,3.0,,,118.0
8711,criminology & penology,2015.0,3.0,,,2.0
1246,political science,2019.0,3.0,,,22.0
5669,psychology,2017.0,3.0,,,32.0
6278,communication,2017.0,3.0,,,33.0
7838,communication,2016.0,3.0,,,33.0
8331,computer science,2016.0,3.0,,,33.0
10763,communication,2013.0,2.0,,,33.0
9443,information science & library science,2015.0,3.0,,,52.0
9027,psychology,2015.0,3.0,,,4.0
4660,linguistics,2018.0,3.0,,,97.0
5090,communication,2018.0,3.0,,,71.0
7962,cultural studies,2016.0,3.0,,,194.0
8458,hospitality,2016.0,3.0,,,13.0
9916,multidisciplinary sciences,2014.0,2.0,,1.0,8.0
10809,communication,2013.0,2.0,,17.0,82.0
10933,geography,2013.0,2.0,,17.0,76.0
245,psychology,2019.0,3.0,,,4.0
935,psychology,2019.0,3.0,,,269.0
1518,computer science,2019.0,3.0,,,3.0
545,communication,,,,,78.0
6183,communication,2017.0,3.0,,,12.0
50,communication,2020.0,4.0,,,50.0
750,criminology & penology,2019.0,3.0,,,
2501,communication,2019.0,3.0,,,32.0
10239,communication,2014.0,2.0,,,
1021,computer science,2019.0,3.0,,,30.0
3223,anthropology,2018.0,3.0,,,22.0
5030,substance abuse,2018.0,3.0,,,21.0
9287,psychology,2015.0,3.0,,,
324,information science & library science,2019.0,3.0,,,4.0
9,communication,2020.0,4.0,,,145.0
1739,psychology,2019.0,3.0,,,4.0
2273,psychology,2019.0,3.0,,,4.0
6106,nursing,2017.0,3.0,,,4.0
6249,social sciences,2017.0,3.0,,,30.0
6957,information science & library science,2017.0,3.0,,,
8161,psychology,2016.0,3.0,,,4.0
8731,communication,2015.0,3.0,,,111.0
8776,psychology,2015.0,3.0,,,4.0
9104,psychology,2015.0,3.0,,,4.0
9491,social sciences,2015.0,3.0,,,4.0
9533,family studies,2015.0,3.0,,,123.0
11574,business,2011.0,2.0,,3.0,1.0
11730,psychology,2010.0,2.0,,2.0,4.0
11902,communication,2008.0,1.0,7.0,,4.0
3638,psychology,2018.0,3.0,,,4.0
2248,computer science,2019.0,3.0,,,4.0
2491,communication,2019.0,3.0,,,39.0
960,social sciences,2019.0,3.0,,,
8471,communication,2016.0,3.0,,,7.0
1012,social issues,2020.0,4.0,,,17.0
4037,psychology,2018.0,3.0,,,97.0
5749,computer science,2017.0,3.0,,,5.0
1289,computer science,2019.0,3.0,,,58.0
7869,computer science,2016.0,3.0,,,58.0
7217,communication,2016.0,3.0,,,7.0
4092,chemistry,2018.0,3.0,,,5.0
